EXPEDIENT;DISTRICTE;BARRI;TIPUS_CARRER;CARRER;TIPUS_NUM;NUM1;LLETRA1;NUM2;LLETRA2;BLOC;PORTAL;ESCALA;PIS;PORTA
06-2012-0347;Gràcia;la Vila de Gràcia;C;GOYA;2;16;;;;;;;04;1
06-2014-0259;Gràcia;la Vila de Gràcia;C;GRACIA;1;1;;;;;;;01;2
02-2013-0052;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;3;;;;;;;02;2
02-2012-0835;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;3;;;;;;;02;4
02-2014-2026;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;3;;;;;;;03;4
02-2013-0129;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;3;;;;;;;04;2
02-2012-0837;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;3;;;;;;;04;4
02-2009-0104;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;3;;;;;;;04;7
02-2013-2151;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;3;;;;;;;05;1
02-2013-0975;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;3;;;;;;;05;2
02-2013-1499;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;3;;;;;;;06;1
02-2014-0979;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;3;;;;;;;06;2
02-2010-1490;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;3;;;;;;;06;4
02-2010-1476;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;3;;;;;;;06;5
02-2014-0632;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;3;;;;;;;06;6
05-2010-0488;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;TRAV;GRACIA;1;13;;;;;;;02;2
05-2009-0251;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;TRAV;GRACIA;1;13;;;;;;;03;3
02-2012-0583;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;15;;;;;;;02;2A
02-2010-0862;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;15;;;;;;;03;1A
02-2009-0612;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;15;;;;;;;03;1B
02-2013-1074;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;15;;;;;;;06;1A
02-2012-0582;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;15;;;;;;;06;1B
02-2011-0508;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;15;;;;;;;PR;1A
02-2013-1967;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;15;;;;;;;PR;1B
02-2011-0509;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;15;;;;;;;PR;2A
02-2009-0875;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;16;;;;;;;01;2
02-2009-0363;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;16;;;;;;;02;1
02-2014-1296;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;16;;;;;;;02;3
02-2014-0882;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;16;;;;;;;02;5
02-2013-0935;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;16;;;;;;;03;1
02-2014-1673;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;16;;;;;;;07;2
02-2008-0965;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;23;;;;;;B;01;2
02-2013-2103;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;32;;;;;;;03;2
02-2013-2102;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;32;;;;;;;03;3
05-2012-0236;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;TRAV;GRACIA;2;32;;;;;;;04;2
02-2013-0091;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;42;;;;;;;04;1
02-2014-1120;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;42;;;;;;;05;2
02-2012-1057;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;44;;;;;;;05;I
02-2012-0138;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;44;;;;;;;06;C
02-2012-1712;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;44;;;;;;;06;D
02-2012-1711;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;44;;;;;;;06;E
02-2013-0631;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;44;;;;;;;06;G
02-2012-1121;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;44;;;;;;;06;H
02-2012-0856;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;44;;;;;;;06;I
02-2012-1099;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;44;;;;;;;07;B
02-2014-0467;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;44;;;;;;;09;D
02-2014-0832;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;45;;;;;;;02;2
02-2014-0830;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;45;;;;;;;05;2
02-2014-1698;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;46;;;;;;;03;1
02-2014-1258;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;46;;;;;;;04;1
02-2014-1255;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;46;;;;;;;04;2
02-2014-1242;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;46;;;;;;;05;1
02-2014-0107;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;46;;;;;;;06;1
02-2012-0434;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;50;;;;;;;06;1A
02-2012-0435;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;50;;;;;;;06;1B
02-2014-1017;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;51;;;;;;;01;1A
02-2014-1016;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;51;;;;;;;01;1B
05-2012-0253;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;TRAV;GRACIA;1;51;;;;;;;01;2
02-2013-0937;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;51;;;;;;;01;2A
02-2014-1018;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;51;;;;;;;01;2B
02-2014-1019;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;51;;;;;;;02;1
02-2013-0938;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;51;;;;;;;02;2A
02-2014-0517;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;51;;;;;;;02;2B
02-2013-0936;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;51;;;;;;;03;2A
02-2014-0519;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;51;;;;;;;03;2B
02-2013-0934;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;51;;;;;;;04;
02-2012-1415;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;52;;;;;;;03;
02-2011-0651;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;52;;;;;;;SA;2
02-2011-0652;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;52;;;;;;;SA;3
02-2014-0835;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;58;;;;;;;02;1
02-2014-0836;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;58;;;;;;;02;2
02-2009-0781;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;58;;;;;;;AT;1
02-2013-0233;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;58;;;;;;;AT;2
02-2014-1640;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;61;;;;;;;05;2
02-2010-1325;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;01;1
02-2010-1326;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;01;2
02-2013-2260;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;01;3
02-2013-2261;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;01;4
02-2010-1329;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;02;1
02-2010-1315;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;02;2
02-2012-1154;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;02;3
02-2010-1125;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;02;4
02-2010-1318;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;03;1
02-2010-1320;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;03;2
02-2010-1323;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;03;3
02-2010-1324;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;03;4
02-2010-1328;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;04;1
02-2010-1330;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;04;2
02-2010-1316;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;PR;1
02-2010-1319;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;PR;2
02-2010-1321;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;PR;3
02-2010-1322;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;64;;;;;;;PR;4
02-2014-0807;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;67;;;;;;;01;1
02-2014-0810;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;67;;;;;;;01;2
02-2014-0811;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;67;;;;;;;02;1
02-2014-0812;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;67;;;;;;;02;2
02-2014-0813;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;67;;;;;;;03;1
02-2014-0814;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;67;;;;;;;03;2
02-2014-0815;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;67;;;;;;;04;1
02-2014-0816;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;67;;;;;;;04;2
02-2014-0818;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;67;;;;;;;05;1
02-2014-0819;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;67;;;;;;;05;2
02-2014-0820;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;67;;;;;;;PR;1
02-2014-0805;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;67;;;;;;;PR;2
02-2010-1392;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;01;A
02-2010-1393;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;01;B
02-2010-1397;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;01;C
02-2010-0930;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;01;D
02-2010-1399;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;02;A
02-2010-1394;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;02;B
02-2010-1395;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;02;C
02-2010-1396;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;02;D
02-2010-1413;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;03;A
02-2010-1414;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;03;B
02-2010-1415;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;03;C
02-2010-1423;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;03;D
02-2010-1424;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;04;A
02-2010-1425;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;04;B
02-2010-1445;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;04;C
02-2010-1446;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;04;D
02-2010-1417;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;05;A
02-2010-1418;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;05;B
02-2010-1420;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;05;C
02-2010-1447;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;05;D
02-2010-1449;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;06;C
02-2010-1450;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;06;D
02-2010-1451;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;07;A
02-2010-1448;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;07;B
02-2010-1341;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;PR;A
02-2010-1342;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;PR;B
02-2010-1340;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;PR;C
02-2010-1391;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;69;;;;;;;PR;D
02-2011-0197;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;79;;;;;;;02;1
05-2013-0032;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;TRAV;GRACIA;1;81;;;;;;;04;1
05-2012-0583;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;TRAV;GRACIA;1;81;;;;;;;04;2
05-2012-0585;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;TRAV;GRACIA;1;81;;;;;;;06;1
02-2009-1246;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;01;1
02-2009-1248;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;01;2
02-2009-0935;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;01;3
02-2009-0597;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;01;4
02-2009-0648;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;01;5
02-2009-0649;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;01;6
02-2009-0650;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;02;1
02-2009-0651;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;02;2
02-2009-0652;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;02;3
02-2011-0321;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;02;4
02-2012-0888;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;02;5
02-2009-0596;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;02;6
02-2011-0322;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;03;1
02-2009-1249;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;03;2
02-2009-1250;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;03;3
02-2009-0936;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;03;4
02-2009-0937;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;03;5
02-2009-0938;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;03;6
02-2009-0653;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;04;1
02-2009-0654;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;04;2
02-2009-0655;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;04;3
02-2011-0323;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;04;4
02-2009-0656;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;04;5
02-2011-0325;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;04;6
02-2009-0939;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;05;1
02-2009-0940;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;05;2
02-2009-0941;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;05;3
02-2009-0658;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;05;4
02-2009-0659;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;05;5
02-2011-0326;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;05;6
02-2009-1253;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;AT;1
02-2009-1254;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;AT;2
02-2009-1255;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;AT;3
02-2011-0327;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;AT;4
02-2011-0328;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;AT;5
02-2009-1244;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;PR;1
02-2009-1245;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;PR;2
02-2009-1247;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;PR;3
02-2009-0932;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;PR;4
02-2009-0933;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;PR;5
02-2009-0934;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;83;;;;;;;PR;6
02-2012-1098;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;88;;;;;;;07;B
02-2012-0898;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;89;;;;;;;05;2
05-2014-0247;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;TRAV;GRACIA;2;92;;;;;;;01;
02-2010-0964;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;97;;;;;;;03;1
06-2012-0047;Gràcia;la Vila de Gràcia;TRAV;GRACIA;2;98;B;;;;;;01;
06-2013-0451;Gràcia;la Vila de Gràcia;TRAV;GRACIA;2;98;B;;;;;;03;
02-2010-1355;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;99;;;;;;;04;B
02-2012-1163;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;99;;;;;;;08;H
02-2013-0836;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;101;;;;;;;AT;3
02-2013-0838;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;101;;;;;;;SA;1
02-2014-0102;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;101;;;;;;;SA;4
02-2014-1788;Eixample;la Dreta de l'Eixample;PG;GRACIA;1;101;;;;;;;SA;5
02-2010-1462;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;108;;;;;;;04;1
02-2010-0561;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;108;;;;;;;06;2
02-2010-0560;Eixample;la Dreta de l'Eixample;PG;GRACIA;2;108;;;;;;;06;3
06-2010-0485;Gràcia;la Vila de Gràcia;PG;GRACIA;1;113;;;;;;;01;A
06-2010-0487;Gràcia;la Vila de Gràcia;PG;GRACIA;1;113;;;;;;;01;B
06-2010-0491;Gràcia;la Vila de Gràcia;PG;GRACIA;1;113;;;;;;;02;A
06-2010-0492;Gràcia;la Vila de Gràcia;PG;GRACIA;1;113;;;;;;;02;B
06-2010-0495;Gràcia;la Vila de Gràcia;PG;GRACIA;1;113;;;;;;;03;A
06-2010-0494;Gràcia;la Vila de Gràcia;PG;GRACIA;1;113;;;;;;;03;B
06-2008-0403;Gràcia;la Vila de Gràcia;PG;GRACIA;1;115;;;;;;;01;1
06-2008-0404;Gràcia;la Vila de Gràcia;PG;GRACIA;1;115;;;;;;;01;2
06-2008-0406;Gràcia;la Vila de Gràcia;PG;GRACIA;1;115;;;;;;;01;3
06-2008-0407;Gràcia;la Vila de Gràcia;PG;GRACIA;1;115;;;;;;;01;4
06-2008-0260;Gràcia;la Vila de Gràcia;PG;GRACIA;1;115;;;;;;;02;1
06-2008-0409;Gràcia;la Vila de Gràcia;PG;GRACIA;1;115;;;;;;;02;2
06-2009-0150;Gràcia;la Vila de Gràcia;PG;GRACIA;1;115;;;;;;;02;3
06-2008-0411;Gràcia;la Vila de Gràcia;PG;GRACIA;1;115;;;;;;;02;4
06-2008-0408;Gràcia;la Vila de Gràcia;PG;GRACIA;1;115;;;;;;;03;2
06-2008-0259;Gràcia;la Vila de Gràcia;PG;GRACIA;1;115;;;;;;;03;3
06-2008-0410;Gràcia;la Vila de Gràcia;PG;GRACIA;1;115;;;;;;;03;4
06-2008-0261;Gràcia;la Vila de Gràcia;PG;GRACIA;1;115;;;;;;;04;1
06-2010-0479;Gràcia;la Vila de Gràcia;PG;GRACIA;1;115;;;;;;;04;2
06-2013-0057;Gràcia;la Vila de Gràcia;PG;GRACIA;1;115;;;;;;;05;1
06-2013-0055;Gràcia;la Vila de Gràcia;PG;GRACIA;1;117;;;;;;;01;1
06-2013-0237;Gràcia;la Vila de Gràcia;PG;GRACIA;1;117;;;;;;;04;2
06-2013-0474;Gràcia;la Vila de Gràcia;PG;GRACIA;2;126;;;;;;;02;
06-2013-0475;Gràcia;la Vila de Gràcia;PG;GRACIA;2;126;;;;;;;05;
06-2013-0476;Gràcia;la Vila de Gràcia;PG;GRACIA;2;126;;;;;;;06;
06-2010-0164;Gràcia;la Vila de Gràcia;PG;GRACIA;2;128;;;;;;;01;1
06-2010-0165;Gràcia;la Vila de Gràcia;PG;GRACIA;2;128;;;;;;;01;2
06-2010-0166;Gràcia;la Vila de Gràcia;PG;GRACIA;2;128;;;;;;;01;3
06-2010-0167;Gràcia;la Vila de Gràcia;PG;GRACIA;2;128;;;;;;;02;1
06-2010-0168;Gràcia;la Vila de Gràcia;PG;GRACIA;2;128;;;;;;;02;2
06-2010-0169;Gràcia;la Vila de Gràcia;PG;GRACIA;2;128;;;;;;;02;3
06-2010-0170;Gràcia;la Vila de Gràcia;PG;GRACIA;2;128;;;;;;;03;1
06-2010-0171;Gràcia;la Vila de Gràcia;PG;GRACIA;2;128;;;;;;;03;2
06-2010-0172;Gràcia;la Vila de Gràcia;PG;GRACIA;2;128;;;;;;;03;3
06-2010-0173;Gràcia;la Vila de Gràcia;PG;GRACIA;2;128;;;;;;;04;1
06-2010-0174;Gràcia;la Vila de Gràcia;PG;GRACIA;2;128;;;;;;;04;2
06-2010-0175;Gràcia;la Vila de Gràcia;PG;GRACIA;2;128;;;;;;;04;3
06-2010-0161;Gràcia;la Vila de Gràcia;PG;GRACIA;2;128;;;;;;;PR;1
06-2010-0162;Gràcia;la Vila de Gràcia;PG;GRACIA;2;128;;;;;;;PR;2
06-2010-0163;Gràcia;la Vila de Gràcia;PG;GRACIA;2;128;;;;;;;PR;3
06-2008-0432;Gràcia;la Vila de Gràcia;TRAV;GRACIA;1;133;;;;;;;01;1
06-2008-0433;Gràcia;la Vila de Gràcia;TRAV;GRACIA;1;133;;;;;;;01;2
06-2008-0434;Gràcia;la Vila de Gràcia;TRAV;GRACIA;1;133;;;;;;;02;1
06-2008-0435;Gràcia;la Vila de Gràcia;TRAV;GRACIA;1;133;;;;;;;02;2
06-2008-0436;Gràcia;la Vila de Gràcia;TRAV;GRACIA;1;133;;;;;;;03;1
06-2008-0437;Gràcia;la Vila de Gràcia;TRAV;GRACIA;1;133;;;;;;;03;2
06-2008-0438;Gràcia;la Vila de Gràcia;TRAV;GRACIA;1;133;;;;;;;04;1
06-2008-0439;Gràcia;la Vila de Gràcia;TRAV;GRACIA;1;133;;;;;;;04;2
06-2008-0431;Gràcia;la Vila de Gràcia;TRAV;GRACIA;1;133;;;;;;;BJ;
06-2012-0208;Gràcia;la Vila de Gràcia;TRAV;GRACIA;2;136;;;;;;;01;1
06-2013-0242;Gràcia;la Vila de Gràcia;TRAV;GRACIA;2;146;;;;;;;02;
06-2010-0185;Gràcia;la Vila de Gràcia;TRAV;GRACIA;2;164;;;;;;;01;1
06-2012-0569;Gràcia;la Vila de Gràcia;TRAV;GRACIA;1;171;;;;;;;BJ;2
06-2013-0320;Gràcia;la Vila de Gràcia;TRAV;GRACIA;1;187;;;;;;;02;4
06-2013-0283;Gràcia;la Vila de Gràcia;TRAV;GRACIA;2;190;;;;;;;01;
06-2014-0177;Gràcia;la Vila de Gràcia;TRAV;GRACIA;2;196;;;;;;;05;2
06-2013-0215;Gràcia;la Vila de Gràcia;TRAV;GRACIA;2;208;;;;;;;04;3
06-2013-0404;Gràcia;el Camp d'en Grassot i Gràcia Nova;TRAV;GRACIA;2;228;;;;;;;02;2
06-2013-0014;Gràcia;la Vila de Gràcia;TRAV;GRACIA;1;233;;;;;;;01;
06-2013-0422;Gràcia;la Vila de Gràcia;TRAV;GRACIA;1;233;;;;;;;02;
06-2013-0421;Gràcia;la Vila de Gràcia;TRAV;GRACIA;1;233;;;;;;;EN;
06-2013-0324;Gràcia;el Camp d'en Grassot i Gràcia Nova;TRAV;GRACIA;2;274;;;;;;A;01;1
06-2014-0141;Gràcia;el Camp d'en Grassot i Gràcia Nova;TRAV;GRACIA;2;288;;;;;;;EN;1
07-2014-0101;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;314;;;;;;;1;1
07-2014-0110;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;314;;;;;;;1;2
07-2014-0105;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;314;;;;;;;1;3
07-2014-0104;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;314;;;;;;;1;4
07-2014-0106;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;314;;;;;;;1;5
07-2014-0116;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;314;;;;;;;2;4
07-2014-0115;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;314;;;;;;;4;4
07-2014-0117;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;314;;;;;;;5;2
07-2014-0103;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;314;;;;;;;6;1
07-2014-0109;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;314;;;;;;;6;2
07-2014-0108;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;314;;;;;;;6;3
07-2014-0099;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;314;;;;;;;6;4
07-2014-0100;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;314;;;;;;;6;5
07-2014-0114;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;314;;;;;;;AT;03
07-2013-0148;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;316;;322;;;B;;AT;01
07-2013-0135;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;318;;;;;;B;1;1
07-2012-0266;Horta-Guinardó;el Baix Guinardó;TRAV;GRACIA;2;322;;;;;;;1;2
06-2014-0210;Gràcia;el Camp d'en Grassot i Gràcia Nova;TRAV;GRACIA;1;333;;;;;;;01;2
06-2014-0211;Gràcia;el Camp d'en Grassot i Gràcia Nova;TRAV;GRACIA;1;333;;;;;;;PR;2
06-2014-0381;Gràcia;el Camp d'en Grassot i Gràcia Nova;TRAV;GRACIA;1;341;;;;;;;01;2
06-2012-0367;Gràcia;el Camp d'en Grassot i Gràcia Nova;TRAV;GRACIA;1;343;;;;;;;01;1
06-2012-0368;Gràcia;el Camp d'en Grassot i Gràcia Nova;TRAV;GRACIA;1;343;;;;;;;01;2
